/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_35_670.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_35_670.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_35_670.jpg,0,0,0,3.447378E-06
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_35_745.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_35_745.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_35_745.jpg,0,0,0,1.350488E-05
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_35_821.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_35_821.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_35_821.jpg,0,0,0,5.562675E-06
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_35_898.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_35_898.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_35_898.jpg,0,0,0,1.673189E-05
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_35_978.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_35_978.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_35_978.jpg,0,0,0,1.199544E-06
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_36_046.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_36_046.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_36_046.jpg,0,0,0,3.332307E-06
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_36_135.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_36_135.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_36_135.jpg,0,0,0,2.99733E-06
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_36_205.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_36_205.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_36_205.jpg,0,0,0,6.356737E-06
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_36_279.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_36_279.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_36_279.jpg,0,0,0,2.554612E-05
/Users/Steven/Desktop/driving data/IMG/center_2018_06_15_12_04_36_355.jpg,/Users/Steven/Desktop/driving data/IMG/left_2018_06_15_12_04_36_355.jpg,/Users/Steven/Desktop/driving data/IMG/right_2018_06_15_12_04_36_355.jpg,0,0,0,2.091989E-05
